Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,ยอดเงินยกมาจากเดือน มี.ค 2569,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,467685.7919999999,ยอดเงินโอนข้ามเดือน,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,ยอดเงินโอนออกยกมาจากเดือน มี.ค 2569,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,0,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,1,เดลทัล,2001,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,2,เดลทัล,2002,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,3,เดลทัล,2003,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,4,เดลทัล,2004,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,5,เดลทัล,2005,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,6,เดลทัล,2006,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,7,เดลทัล,2007,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,8,เดลทัล,2008,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,9,เดลทัล,2009,INTERNET พนง.,,,,,,,,,,,,,,0,,0,,699,48.93000000000001,,,,2569-05-12 00:00:00,747.9300000000001,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,10,เดลทัล,2010,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,11,เดลทัล,2011,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,12,เดลทัล,2012,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,13,เดลทัล,2013,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,14,เดลทัล,2014,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,15,เดลทัล,2015,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,16,เดลทัล,2016,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,17,เดลทัล,2017,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,18,เดลทัล,2018,INTERNET พนง.,,,,,,,,,,,,,,0,,0,,0,0,,,,,0,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,19,เดลทัล,2019,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,20,เดลทัล,2020,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,21,สตาร์ฮับ,2021,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,S,22,ทั่วไป,2022,Studio  N,76,2821,79,2994,3,,173,,,,,,90,6.300000000000001,1730,121.10000000000001,6800,699,48.93000000000001,,,,2569-05-05 00:00:00,9495.33,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,1000,8/1/2569,,,,
2,S,23,OUT 15/4/69,2023,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,6800,6800,,500,35,,0,120,8.4,2030,142.10000000000002,,,46,2919,50,3122,4,,203,9635.5,,3964.5,2569-04-25 00:00:00,,,2569-04-15 00:00:00,กสิกร 0581083912,0,,17/1/2569,,,,
ไฟล์แยก,S,24,หัวเฉิง,2024,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2567-11-23 00:00:00,2เดือน,,,
3,S,25,OUT,2025,Studio   OUT,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,6800,6800,,300,21.000000000000004,,0,240,16.8,3660,256.20000000000005,,,57,3721,65,4087,8,,366,11294,,,,2306,2569-05-12 00:00:00,2569-05-02 00:00:00,กสิกร 0581083912,13600,,2569-01-10 00:00:00,,,,
ไฟล์แยก,S,26,ไทยเตียว,2026,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,S,27,OUT 17/4/69,2027,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,6800,6800,,500,35,,0,120,8.4,2500,175.00000000000003,,,79,3829,83,4079,4,,250,10138.4,,3461.6000000000004,2569-04-25 00:00:00,,,2569-04-17 00:00:00,กสิกร 0581083912,0,,17/1/2569,,,,
ไฟล์แยก,S,28,หัวเฉิง,2028,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/8/2568,,,,
ไฟล์แยก,S,29,เดลตัน,2029,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ยอดคงเหลืออยู่ไฟล์เดลตัน,,-,-,-,-,
ไฟล์แยก,S,30,เดลตัน,2030,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ยอดคงเหลืออยู่ไฟล์เดลตัน,,,,,,
ไฟล์แยก,S,31,เดลตัน,2031,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,32,เดลตัน,2032,INTERNET พนง.,,,,,,,,,,,,,,0,,0,,699,48.93000000000001,,,,2569-05-09 00:00:00,747.9300000000001,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,33,เดลตัน,2033,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,34,เดลตัน,2034,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,35,เดลตัน,2035,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,36,เดลตัน,2036,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,37,เดลตัน,2037,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,38,เดลตัน,2038,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,39,เดลตัน,2039,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,40,เดลตัน,2040,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,41,เดลตัน,2041,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,42,เดลตัน,2042,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,43,เดลตัน,2043,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,44,เดลตัน,2044,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,45,เดลตัน,2045,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,46,เดลตัน,2046,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,47,เดลตัน,2047,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,48,เดลตัน,2048,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,49,เฟยจิน,2049,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,50,จงเคอ,2050,INTERNET พนง.,0,0,0,0,0,,0,,,,,,0,0,0,0,0,699,48.93000000000001,,,,2569-05-02 00:00:00,747.9300000000001,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2569-01-20 00:00:00,,,,
ไฟล์แยก,S,51,คินววอง,2051,INTERNET พนง.,0,0,0,0,0,0,,,,,,,0,0,0,0,,699,48.93000000000001,,2569-04-29 00:00:00,747.9300000000001,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,
ไฟล์แยก,S,52,คินววอง,2052,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,53,คินววอง,2053,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,54,คินววอง,2054,INTERNET พนง.,0,0,0,0,0,0,,,,,,,0,0,0,0,,699,48.93000000000001,,2569-04-29 00:00:00,747.9300000000001,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,
ไฟล์แยก,S,55,คินววอง,2055,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,56,คินววอง,2056,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,57,คินววอง,2057,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,S,58,คินววอง,2058,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,C,1,ยู่เฟิง,3001,Suite ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,2,ทั่วไป,3002,Suite,43,1992,43,1995,0,-,3,2569-04-18 00:00:00,บจก. เอ็มเอส เทท 1983859190,13600,13600,,0,0,30,2.1,6346.66,,,,,,รอชำระ,6378.76,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2569-04-18 00:00:00,,,,
2,C,3,ทั่วไป,3003,Suite,399,6874,436,7748,37,-,874,,,,,,1110,77.7,8740,611.8000000000001,13600,,,,,,เงินสด 10/5/69,24139.5,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2568-04-10 00:00:00,,,,
ไฟล์แยก,C,4,กว่างโจว,3004,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,C,5,เมกะ,3005,Suite,0,0,0,0,0,-,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-30 00:00:00,,,,
3,C,6,ทั่วไป,3006,Suite N,86,3401,89,3562,3,-,161,2569-04-25 00:00:00,KBANK คุณณรงค์ 0581083912,13600,13600,,90,6.300000000000001,1610,112.70000000000002,5893.33,279.6,19.572000000000003,,,,2569-05-12 00:00:00,8011.502,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2569-04-18 00:00:00,,,,
,C,6,ทั่วไป,3006, INTERNET พนง,0,0,0,0,0,-,0,2569-04-25 00:00:00,KBANK คุณณรงค์ 0581083912,,,1000,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2569-04-18 00:00:00,,,,
