Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,ยอดเงินเข้ายกมาจากเดือน ม.ค 2568,Unnamed: 18,Unnamed: 19,307118.19,ยอดเงินโอนข้ามเดือน,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,ยอดเงินโอนออกยกมาจากเดือน ม.ค 2568,Unnamed: 35,Unnamed: 36,47942,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,E,8,,1008,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E,9,,1009,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E,10,,1010,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,11,ย้ายออก,1011,Suite,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,13600,800,0,240,2696,7,129,15,466,8,337,17336,0,0,9864,4/3/2568,1/3/2568,บช k.ณรงค์ 3912,0,4/1/2568,,ย้ายออก,คืนเรียบร้อย,
6,E,12,ย้ายออก,1012,Suite,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,13600,800,0,0,2808,4,131,4,482,0,351,17208,0,0,9992,4/3/2568,1/3/2568,บช k.ณรงค์ 3912,0,4/1/2568,,ย้ายออก,คืนเรียบร้อย,
,E,13,,1013,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E,14,,1014,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E,15,,1015,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,E,16,คินวอง,1016,Suite,10,300,10,300,0,0,-,-,-,-,0,0,5225,-,-,24/1/2568,5225,บจก เอ็มเอสเทท 5919x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,5/1/2568,2 เดือน,5/3/2568,ชำระแค่ค่าห้อง,
8,E,17,คินวอง,1017,Suite,43,652,43,652,0,0,-,-,-,-,0,0,10450,-,-,,10450,บจก เอ็มเอสเทท 5919x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,5/1/2569,3 เดือน,5/3/2569,ชำระแค่ค่าห้อง,
9,E,18,,1018,Suite,19,706,24,980,5,274,-,-,-,-,150,2192,13600,-,-,2568-03-02 00:00:00,15942,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,20000,2567-10-23 00:00:00,3 เดือน,2568-01-31 00:00:00,ชำระแล้ว,
,E,19,,1019,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,E,20,ย้ายห้อง,1020,Suite,1335,183,1425,664,90,481,-,-,-,-,2700,3848,ย้ายไป 3017,-,-,คิดรวมห้อง 3017,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ย้ายไป 3017,8/1/2568,,,ย้ายห้อง,
11,E,21,ย้ายห้อง,1021,Suite,45,202,55,515,10,313,-,-,-,-,300,2504,ย้ายไป 3016,-,-,คิดรวมห้อง 3016,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ย้ายไป 3016,8/1/2568,,,ย้ายห้อง,
12,E,22,,1022,Suite,29,593,33,757,4,164,-,-,-,-,120,1312,6800,-,-,2568-03-03 00:00:00,8232,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,10000,2567-10-22 00:00:00,3 เดือน,2568-01-31 00:00:00,ชำระแล้ว,
13,E,23,,1023,Suite,21,689,25,841,4,152,-,-,-,-,120,1216,6800,-,-,2568-03-03 00:00:00,8136,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,10000,2567-10-22 00:00:00,3 เดือน,2568-01-31 00:00:00,ชำระแล้ว,
14,E,24,,1024,Suite,36,737,46,938,10,201,-,-,-,-,300,1608,6800,-,-,2568-03-02 00:00:00,8708,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,10000,2567-10-15 00:00:00,4 เดือน,31/2/2568,ชำระแล้ว,
,E,25,,1025,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E,26,,1026,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,E,27,ร้านอาหาร,1027,Suite,24,29,29,181,5,152,-,-,-,-,150,1216,5000,-,-,2568-03-05 00:00:00,6366,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,2568-01-22 00:00:00,,,ชำระแล้ว,
,E,28,,1028,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,E,29,,1029,Suite,14,419,19,596,5,177,-,-,-,-,150,1416,6800,2567-02-28 00:00:00,8366,-,-,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,2567-10-15 00:00:00,3 เดือน,2568-01-31 00:00:00,ชำระแล้ว,
17,E,30,,1030,Suite,25,782,32,1044,7,262,-,-,-,-,210,2096,6800,-,-,2568-03-01 00:00:00,9106,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,2567-10-11 00:00:00,3 เดือน,2568-01-31 00:00:00,ชำระแล้ว,
,E,31,,1031,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,E,32,,1032,Suite,28,898,30,1038,2,140,-,-,-,-,60,1120,13600,-,-,2568-03-01 00:00:00,14780,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20000,2567-10-05 00:00:00,1ปี,2568-10-05 00:00:00,ชำระแล้ว,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,33,เดลทัล,2001,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,34,เดลทัล,2002,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,35,เดลทัล,2003,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,36,เดลทัล,2004,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,37,เดลทัล,2005,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,38,เดลทัล,2006,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,39,เดลทัล,2007,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,40,เดลทัล,2008,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,41,เดลทัล,2009,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,42,เดลทัล,2010,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,43,เดลทัล,2011,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,44,เดลทัล,2012,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,45,เดลทัล,2013,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,46,เดลทัล,2014,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,47,เดลทัล,2015,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,48,เดลทัล,2016,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,49,เดลทัล,2017,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,50,เดลทัล,2018,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,51,เดลทัล,2019,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,52,เดลทัล,2020,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,S,53,,2021,Studio,26,174,30,350,4,176,-,-,-,-,120,1408,6800,-,-,1/03/2568,8328,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,10000,09/12/2567,2เดือน,31/02/2568,ชำระแล้ว,
20,S,54,,2022,Studio,7,87,8,143,1,56,4/2/2568,บช k.ณรงค์ 3912,6800,6800,30,448,6071.42,-,-,2568-03-03 00:00:00,6549.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,4/2/2568,2เดือน,4/4/2568,ชำระแล้ว,
21,S,55,,2023,Studio,6,239,6,242,0,3,4/2/2568,บช k.ณรงค์ 3912,6800,6800,0,24,1214.28,-,-,2568-03-03 00:00:00,1238.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,4/2/2568,2เดือน,4/4/2568,ชำระแล้ว,
22,S,56,,2024,Studio,7,79,9,186,2,107,-,-,-,-,60,856,6460,-,-,6/3/2568,7376,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,10000,2567-11-23 00:00:00,2เดือน,31/01/2568,ชำระแล้ว,
23,S,57,,2025,Studio,15,159,22,333,7,174,-,-,-,-,210,1392,6800,-,-,,,,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,10000,2567-12-18 00:00:00,2เดือน,31/02/2568,ชำระแล้ว,
24,S,58,แปลง2,2026,Studio,10,395,15,624,5,229,-,-,-,-,150,1832,6800,-,-,2568-03-11 00:00:00,8782,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-11-17 00:00:00,2เดือน,เช่าต่อเนื่อง,ชำระแล้ว,
25,S,59,แปลง2,2027,Studio,7,63,10,196,3,133,-,-,-,-,90,1064,6800,-,-,2568-03-11 00:00:00,7954,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-11-17 00:00:00,2เดือน,เช่าต่อเนื่อง,ชำระแล้ว,
26,S,60,แปลง2,2028,Studio,8,250,12,515,4,265,-,-,-,-,120,2120,6800,-,-,2568-03-11 00:00:00,9040,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-11-17 00:00:00,2เดือน,เช่าต่อเนื่อง,ชำระแล้ว,
,S,61,เดลตัน,2029,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,62,เดลตัน,2030,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,63,เดลตัน,2031,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,64,เดลตัน,2032,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,65,เดลตัน,2033,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,66,เดลตัน,2034,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,67,เดลตัน,2035,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,68,เดลตัน,2036,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,69,เดลตัน,2037,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,70,เดลตัน,2038,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,71,เดลตัน,2039,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,72,เดลตัน,2040,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,73,เดลตัน,2041,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,74,เดลตัน,2042,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,75,เดลตัน,2043,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,76,เดลตัน,2044,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,77,เดลตัน,2045,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,78,เดลตัน,2046,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,79,เดลตัน,2047,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,80,เดลตัน,2048,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,S,81,แปลง2,2049,Studio,7,190,12,365,5,175,-,-,-,-,150,1400,5585.71,-,-,2568-03-11 00:00:00,7135.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,ชำระแล้ว,ประกัน + ค่าเช่าล่วงหน้า ชำระ 1/3/2568
28,S,82,แปลง2,2050,Studio,7,198,12,349,5,151,-,-,-,-,150,1208,5585.71,-,-,2568-03-11 00:00:00,6943.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,ชำระแล้ว,ประกัน + ค่าเช่าล่วงหน้า ชำระ 1/3/2568
29,S,83,แปลง2,2051,Studio,7,112,9,234,2,122,-,-,-,-,60,976,5585.71,-,-,2568-03-11 00:00:00,6621.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,ชำระแล้ว,ประกัน + ค่าเช่าล่วงหน้า ชำระ 1/3/2568
30,S,84,แปลง2,2052,Studio,51,132,55,259,4,127,-,-,-,-,120,1016,5585.71,-,-,2568-03-11 00:00:00,6721.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,ชำระแล้ว,ประกัน + ค่าเช่าล่วงหน้า ชำระ 1/3/2568
31,S,85,แปลง2,2053,Studio,6,62,11,168,5,106,-,-,-,-,150,848,5585.71,-,-,2568-03-11 00:00:00,6583.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,ชำระแล้ว,ประกัน + ค่าเช่าล่วงหน้า ชำระ 1/3/2568
32,S,86,แปลง2,2054,Studio,7,75,9,196,2,121,-,-,-,-,60,968,6800,-,-,2568-03-11 00:00:00,7828,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2567-11-17 00:00:00,6เดือน,เช่าต่อเนื่อง,ชำระแล้ว,
33,S,87,แปลง2,2055,Studio,20,88,21,142,1,54,-,-,-,-,30,432,6800,-,-,2568-03-11 00:00:00,7262,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2567-11-17 00:00:00,6เดือน,เช่าต่อเนื่อง,ชำระแล้ว,
34,S,88,แปลง2,2056,Studio,8,92,11,213,3,121,-,-,-,-,90,968,5585.71,-,-,2568-03-11 00:00:00,6643.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,ชำระแล้ว,ประกัน + ค่าเช่าล่วงหน้า ชำระ 1/3/2568
35,S,89,แปลง2,2057,Studio,10,167,15,320,5,153,-,-,-,-,150,1224,5585.71,-,-,2568-03-11 00:00:00,6959.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,ชำระแล้ว,ประกัน + ค่าเช่าล่วงหน้า ชำระ 1/3/2568
36,S,90,แปลง2,2058,Studio,18,176,27,406,9,230,-,-,-,-,270,1840,5585.71,-,-,2568-03-11 00:00:00,7695.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,ชำระแล้ว,ประกัน + ค่าเช่าล่วงหน้า ชำระ 1/3/2568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,C,91,ย้ายออก,3001,Suite,-,-,-,-,-,-,2568-02-07 00:00:00,บช k.ณรงค์ 3912,12000,12000,-,-,-,-,-,-,-,-,12000,12000,700,-,210,1664,25,332,32,540,7,208,14574,-,-,9426,2568-03-01 00:00:00,2568-02-28 00:00:00,บช k.ณรงค์ 3912,0,2568-02-07 00:00:00,,ย้ายห้อง,คืนเรียบร้อย,
38,C,92,ย้ายออก,3002,Suite,-,-,-,-,-,-,2568-02-07 00:00:00,บช k.ณรงค์ 3912,12000,12000,-,-,-,-,-,-,-,-,12000,12000,800,-,210,1264,3,96,10,254,7,158,14274,-,-,9726,2568-03-01 00:00:00,2568-02-28 00:00:00,บช k.ณรงค์ 3912,0,2568-02-07 00:00:00,,ย้ายห้อง,คืนเรียบร้อย,
39,C,93,,3003,Suite,0,0,12,154,12,154,2568-02-07 00:00:00,บช k.ณรงค์ 3912,12000,12000,360,1232,9428.57,-,-,6/3/2568,11020.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24000,2568-02-07 00:00:00,6เดือน,2568-07-31 00:00:00,ชำระแล้ว,
,C,94,แปลง 71,3004,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-02-01 00:00:00,1ปี,2569-01-31 00:00:00,ยังไม่ชำระ,
,C,95,,3005,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,96,,3006,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,97,แปลง71,3007,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-02-01 00:00:00,1ปี,2569-01-31 00:00:00,ยังไม่ชำระ,
40,C,98,,3008,Studio,5,222,7,311,2,89,-,-,-,-,60,712,6800,-,-,2568-03-15 00:00:00,7572,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,10000,2567-11-23 00:00:00,6เดือน,2568-05-31 00:00:00,ชำระแล้ว,
41,C,99,,3009,Studio,3,49,7,125,4,76,2568-02-09 00:00:00,บช k.ณรงค์ 3912,6800,6800,120,608,4857.14,-,-,2568-03-08 00:00:00,5585.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-02-09 00:00:00,,,ชำระแล้ว,
42,C,100,,3010,Studio,6,177,9,296,3,119,2568-02-12 00:00:00,บช k.ณรงค์ 3912,6800,6800,90,952,4371.42,-,-,2568-03-07 00:00:00,5413.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-02-12 00:00:00,2เดือน,31/4/2568,ชำระแล้ว,
,C,101,แปลง71,3011,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-02-01 00:00:00,1ปี,2569-01-31 00:00:00,ยังไม่ชำระ,
43,C,102,ย้ายออก,3012,Studio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,5000,500,-,30,1448,6,632,7,813,1,181,6978,-,-,3022,2568-03-01 00:00:00,2568-02-26 00:00:00,-,0,2567-11-18 00:00:00,6เดือน,ย้ายออก,คืนเรียบร้อย,
44,C,103,,3013,Studio,2,259,7,467,5,208,2568-02-12 00:00:00,บช k.ณรงค์ 3912,6800,6800,150,1664,4371.42,-,-,2568-03-07 00:00:00,6185.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-02-12 00:00:00,2เดือน,31/4/2568,ชำระแล้ว,
45,C,104,,3014,Studio,10,213,13,372,3,159,-,-,-,-,90,1272,6800,-,-,2568-03-08 00:00:00,8162,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,10000,2567-12-18 00:00:00,6เดือน,31/6/2568,ชำระแล้ว,
46,C,105,,3015,Suite,10,101,17,341,7,240,-,-,-,-,210,1920,13600,-,-,2568-03-07 00:00:00,15730,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,27200,2568-01-01 00:00:00,2เดือน,2568-03-31 00:00:00,ชำระแล้ว,
47,C,106,,3016,Suite,11,117,13,177,2,60,-,-,-,-,60,480,12000,-,-,2568-03-06 00:00:00,15344,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24000,8/1/2568,6เดือน,31/7/2568,ชำระแล้ว,ย้ายมาจากห้อง 1021
48,C,107,,3017,Suite,18,270,20,352,2,82,-,-,-,-,60,656,12000,-,-,2568-03-06 00:00:00,20764,บช k.ณรงค์ 3912,-,-,-,1500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24000,8/1/2568,6เดือน,31/7/2568,ชำระแล้ว,ย้ายมาจากห้อง 1020
49,C,108,,3018,Suite,9,164,23,537,14,373,-,-,-,-,420,2984,12000,-,-,2568-03-06 00:00:00,15404,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,24000,2568-01-01 00:00:00,1 ปี,2569-01-31 00:00:00,ชำระแล้ว,
50,C,109,,3019,Suite,8,242,11,301,3,59,2568-02-06 00:00:00,บช k.ณรงค์ 3912,12000,12000,90,472,9857.14,-,-,2568-03-06 00:00:00,10419.14,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24000,2568-02-06 00:00:00,2เดือน,31/4/2568,ชำระแล้ว,
