Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,ยอดเงินยกมาจากเดือน ก.ย 2568,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,212871.55,ยอดเงินโอนข้ามเดือน,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,ยอดเงินโอนออกยกมาจากเดือน ก.ย 2568,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,8774.470000000001,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
,E,18,ว่าง,1018,Suite,0,0,0,0,0,0,,,,,,0,0,0,,,-,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,E,19,ว่าง,1019,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,E,20,ว่าง,1020,Suite,,,,,,,,,,,,0,0,,,,-,-,,0,-,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,,,,
N,E,21,รันเนอจี,1021,Suite,,,,,,,,,,,,,,,699,513,31/10/2568,699,,0,บจก. เอ็มเอส เทท 1983859190,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,2568-03-05 00:00:00,,,,
,E,22,เฟยจิน,1022,Suite,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-06-19 00:00:00,,,,
2,E,23,ทั่วไป,1023,Suite,63,2111,69,2365,6,254,,2568-10-14 00:00:00,บจก. เอ็มเอส เทท 1983859190,13600,13600,180,2540,7896.77,,,-,-,3/11/2568,10616.77,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,27200,2568-10-14 00:00:00,,,,
3,E,24,ทั่วไป,1024,Suite,55,1285,58,1585,3,300,,2568-10-14 00:00:00,บจก. เอ็มเอส เทท 1983859190,13600,13600,90,3000,7896.77,,,,,3/11/2569,10986.77,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,27200,2568-10-14 00:00:00,,,,
,E,25,ว่าง,1025,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,E,26,ว่าง,1026,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,E,27,ว่าง,1027,Suite,,,,,,,,,,,,0,0,,,,,,,,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,
,E,28,นิคม,1028,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-06-01 00:00:00,,,,
,E,29,นิคม,1029,Suite,0,0,0,0,0,0,,,,,,0,0,2800,,,29/10/2568,2800,,,บจก. เอ็มเอส เทท 1983859190,,0,0,0,-,0,0,,0,0,0,0,0,0,,0,,0,,-,-,,,0,2568-07-01 00:00:00,,,,
4,E,30,ทั่วไป,1030,Suite,60,2393,60,2393,0,0,,2568-10-27 00:00:00,บจก. เอ็มเอส เทท 1983859190,13600,13600,0,0,3509.67,,,,,7/11/2568,3509.67,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,27200,2568-10-24 00:00:00,,,,
,E,31,อู้ฟู่,1031,Suite,0,0,0,0,0,0,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,32,ทั่วไป,1032,Suite,96,6319,100,6747,4,428,,,,,,120,3424,13600,654,,,,2568-11-20 00:00:00,17798,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,20000,2567-10-05 00:00:00,1ปี,2568-10-05 00:00:00,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,33,เดลทัล,2001,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,34,เดลทัล,2002,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,35,เดลทัล,2003,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,36,เดลทัล,2004,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,37,เดลทัล,2005,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,38,เดลทัล,2006,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,39,เดลทัล,2007,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,40,เดลทัล,2008,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,S,41,เดลทัล,2009,Studio,,,,,,,,,,,,,,,699,,,,20/11/2568,699,กสิกรไทย คุณณรงค์ 0581083912 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,42,เดลทัล,2010,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,43,เดลทัล,2011,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,S,44,เดลทัล,2012,Studio,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,45,เดลทัล,2013,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,46,เดลทัล,2014,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,47,เดลทัล,2015,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,48,เดลทัล,2016,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,49,เดลทัล,2017,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,S,50,เดลทัล,2018,Studio,,,,,,,,,,,,,,,,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,51,เดลทัล,2019,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,52,เดลทัล,2020,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,53,แปลง2,2021,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,9/4/2568,,,,
,S,54,แปลง2,2022,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,20/5/2568,,,,
,S,55,หัวเฉิง,2023,Studio,0,0,0,0,0,0,,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31/8/2568,,,,
,S,56,หัวเฉิง,2024,Studio,0,0,0,0,0,0,,,,,,0,0,,,,,0,,,,,-,-,-,-,-,-,,-,-,-,-,,,,-,,-,-,-,-,-,-,0,2567-11-23 00:00:00,2เดือน,,,
,S,57,แปลง2,2025,Studio,0,0,0,0,0,0,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-08-15 00:00:00,,,,
,S,58,แปลง2,2026,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2568-11-17 00:00:00,2เดือน,เช่าต่อเนื่อง,,
,S,59,แปลง2,2027,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2568-11-17 00:00:00,2เดือน,เช่าต่อเนื่อง,,
,S,60,แปลง2,2028,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2568-11-17 00:00:00,2เดือน,เช่าต่อเนื่อง,,
,S,61,เดลตัน,2029,Studio,,,,,,,,,,,,,,,,,-,-,-,0,-,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,,,-,-,-,-,ยอดคงเหลืออยู่ไฟล์เดลตัน,-,-,-,-,
,S,62,เดลตัน,2030,Studio,,,,,,,,,,,,,,,,,-,-,-,0,-,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,,,-,-,-,-,ยอดคงเหลืออยู่ไฟล์เดลตัน,,,,,
,S,63,เดลตัน,2031,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,64,เดลตัน,2032,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,65,เดลตัน,2033,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,66,เดลตัน,2034,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,67,เดลตัน,2035,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,68,เดลตัน,2036,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,69,เดลตัน,2037,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,70,เดลตัน,2038,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,71,เดลตัน,2039,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,72,เดลตัน,2040,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,73,เดลตัน,2041,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,74,เดลตัน,2042,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,75,เดลตัน,2043,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,76,เดลตัน,2044,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,77,เดลตัน,2045,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,78,เดลตัน,2046,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,79,เดลตัน,2047,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,80,เดลตัน,2048,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,81,แปลง2,2049,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,,
,S,82,แปลง2,2050,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,,
,S,83,แปลง2,2051,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,,
,S,84,แปลง2,2052,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,,
,S,85,แปลง2,2053,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,,
,S,86,แปลง2,2054,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2567-11-17 00:00:00,6เดือน,เช่าต่อเนื่อง,,
,S,87,แปลง2,2055,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2567-11-17 00:00:00,6เดือน,เช่าต่อเนื่อง,,
,S,88,แปลง2,2056,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,,
,S,89,แปลง2,2057,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,,
,S,90,แปลง2,2058,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,31/8/2568,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,91,ทั่วไป,3001,Suite,96,2579,100,2808,4,-,229,,,,,120,2290,13600,,,,,2568-11-02 00:00:00,16010,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,27200,2568-04-11 00:00:00,,,,
N,C,92,ชานกง,3002,Suite,0,0,0,0,0,-,0,,,,,0,0,,233,,,,2568-11-20 00:00:00,233,กสิกรไทย คุณณรงค์ 0581083912 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,93,ทั่วไป,3003,Suite,224,4055,245,4433,21,-,378,,,,,630,3780,13600,,,,,2568-11-20 00:00:00,18010,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,27200,2568-04-10 00:00:00,,,,
,C,94,ว่าง,3004,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-02-01 00:00:00,,,,
,C,95,เมกะ,3005,Suite,0,0,0,0,0,-,0,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-30 00:00:00,,,,
3,C,96,ทั่วไป,3006,Suite,20,668,21,723,1,-,55,2568-10-19 00:00:00,บจก. เอ็มเอส เทท 1983859190,13600,13600,30,550,7896.77,,,,,2568-11-20 00:00:00,8476.77,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,27200,2568-10-14 00:00:00,,,,
4,C,97,ทั่วไป,3007,Studio,27,1408,35,1652,8,-,244,,,,,240,2440,6800,,,,,2568-11-20 00:00:00,9480,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,,-,-,-,-,,,,-,,-,-,-,-,-,-,13600,2568-08-04 00:00:00,,,,
,C,98,เมกะ,3008,Studio,0,0,0,0,0,0,,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-22 00:00:00,,,,
5,C,99,พนง.เดลทัล,3009,Studio,37,1316,41,1499,4,183,,,,,,120,1464,4500,,,,,2568-11-01 00:00:00,6084,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,9000,2568-04-27 00:00:00,,,,
6,C,100,พนง.เดลทัล,3010,Studio,37,1672,42,1870,5,198,,,,,,150,1584,4500,,,,,2568-11-01 00:00:00,6234,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,9000,2568-03-17 00:00:00,2เดือน,เช่าต่อเนื่อง,,
,C,101,แปลง2,3011,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-08-07 00:00:00,,,,
,C,102,ไชน่าสเตท,3012,Studio,0,0,0,0,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,103,ทั่วไป,3013,Studio,61,1741,66,1944,5,203,,,,,,150,1624,6800,,,-,-,2568-11-20 00:00:00,8574,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-09-01 00:00:00,,,,
,C,104,แปลง2,3014,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20/5/2568,,,,
,C,105,ว่าง,3015,Suite,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,,,,-,,-,-,-,-,-,-,,,,,,
,C,106,ว่าง,3016,Suite,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,107,ว่าง,3017,Suite,0,0,0,0,0,,0,,,,,0,0,,,,-,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,C,108,ทั่วไป,3018,Suite,123,3671,135,4039,12,368,,,,,,360,2944,12000,,,,,2568-11-20 00:00:00,15304,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,,-,-,-,-,,,,-,,-,-,-,-,-,-,24000,2568-01-01 00:00:00,1 ปี,2569-01-31 00:00:00,,
,C,109,แปลง2,3019,Suite,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-06-25 00:00:00,,,,
9,C,110,OUT,3020,Suite,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,13600,13600,3500,750,600,5816,745.6,133,5063,153,5790,20,727,,24011.6,1000,-,-,3188.4000000000015,2568-11-05 00:00:00,2568-11-03 00:00:00,k.ณรงค์ 0581083912,0,2568-02-08 00:00:00,,31/8/2568,,
,C,111,แปลง2,3021,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,,,,-,,-,-,-,-,-,-,0,2568-04-09 00:00:00,,,,
,C,112,แปลง2,3022,Studio,0,0,0,0,0,0,,,,,,0,0,0,,,-,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-05-16 00:00:00,,,,
,C,113,แปลง2,3023,Studio,0,0,0,0,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-08-07 00:00:00,,,,
10,C,115,OUT,3024,Studio,0,0,0,0,0,,0,,,,,0,0,,,,,,,0,,,6800,6800,300,500,120,2880,,43,1552,47,1840,4,,288,10600,,3000,24/10/2568,,,24/10/2568,k.ณรงค์ 0581083912,0,2568-08-27 00:00:00,,,,
11,C,115,พนง.เดลทัล,3024 (2),Studio,43,1552,43,1552,0,,0,2568-10-27 00:00:00,บจก. เอ็มเอส เทท 1983859190,4500,4500,0,0,580.64,,,,,2568-11-01 00:00:00,580.64,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,9000,2568-10-28 00:00:00,,,,
,C,116,แปลง2,3025,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-04-09 00:00:00,,,,
,C,117,แปลง2,3026,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-04-09 00:00:00,,,,
,C,118,แปลง2,3027,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-05-16 00:00:00,,,,
,C,119,แปลง2,3028,Studio,0,0,0,0,0,0,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,2568-08-01 00:00:00,,,,
,C,120,แปลง2,3029,Suite,0,0,0,0,0,0,,,,,,0,0,,,,-,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,2568-06-25 00:00:00,,,,
12,C,121,ทั่วไป,3030,Suite,22,1064,33,1441,11,377,,,,,,330,3016,13600,699,,2568-10-30 00:00:00,17645,,,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,20000,2567-12-02 00:00:00,6เดือน,31/06/2568,,
,C,122,ว่าง,3031,Suite,34,1659,34,1659,0,0,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,123,ว่าง,3032,Suite,,,,,,,,,,,,0,0,,,,-,-,,0,,,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,
