Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,ยอดเงินยกมาจากเดือน ม.ค 2569,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,416323.7310000001,ยอดเงินโอนข้ามเดือน,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,ยอดเงินโอนออกยกมาจากเดือน ม.ค 2568,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,27662.839,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66
,E,12,ไป่หลง,1012,Suite,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/5/2568,,,,
3,E,13,ทั่วไป,1013,Suite,281,904,290,1382,9,,478,,,,,,270,18.900000000000002,4780,334.6,13600,,,,2569-02-28 00:00:00,19003.5,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2568-11-30 00:00:00,,,,
4,E,14,ทั่วไป,1014 N,Suite,39,463,52,683,13,,220,,,,,,390,27.300000000000004,2200,154.00000000000003,13600,699,48.93000000000001,,2569-02-28 00:00:00,17119.23,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2568-11-30 00:00:00,,,,
,E,15,ดาวู,1015,Suite,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-11-30 00:00:00,,,,
,E,16,สตาร์ฮับ,1016,Suite,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E,17,เฟยจิน,1017,Suite,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,24/11/2568,,,,
5,E,18,ทั่วไป,1018,Suite,48,1827,58,2242,10,,415,,,,,,300,21.000000000000004,4150,290.5,13600,,,,,,2569-03-08 00:00:00,18361.5,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2568-12-03 00:00:00,,,,
6,E,19,ทั่วไป,1019,Studio,20,869,23,978,3,,109,,,,,,90,6.300000000000001,1090,76.30000000000001,6800,,,,,,2569-03-08 00:00:00,8062.6,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-12-17 00:00:00,,,,
,E,20,ไท่ซาน,1020,Suite,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,0,0,,0,,0,,0,,0,,,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,2568-12-03 00:00:00,,,,
N,E,21,รันเนอจี,1021 N,INTERNET พนง.,,,,,,,,,,,,,,0,,0,,699,48.93000000000001,,2569-02-01 00:00:00,747.9300000000001,,,บจก. เอ็มเอส เทท 1983859190,,0,0,,0,,0,,0,,0,,,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,2568-03-05 00:00:00,,,,
,E,22,เฟยจิน,1022,Suite,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-06-19 00:00:00,,,,
,E,23,,1023,Suite,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,E,24,ทั่วไป,1024,Suite,101,3768,112,4529,11,,761,,,,,,330,23.1,7610,532.7,13600,,,,,,2569-03-05 00:00:00,22095.800000000003,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2568-10-14 00:00:00,,,,
8,E,25,ทั่วไป,1025,Suite,48,1095,62,1433,14,,338,,,,,,420,29.400000000000002,3380,236.60000000000002,13600,,,,,,2569-03-05 00:00:00,17666,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2568-11-24 00:00:00,,,,
,E,26,เฟยจิน,1026,Suite OUT 28/2/69,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E,27,Aohong,1027,Suite,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,,,,,,
,E,28,นิคม,1028,Suite,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-06-01 00:00:00,,,,
,E,29,นิคม,1029,Suite,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,,-,-,,,0,,2568-07-01 00:00:00,,,,
,E,30,สตาร์ฮับ,1030,Suite,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E,31,อู้ฟู่,1031,Suite,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,E,32,ทั่วไป,1032 N,Suite,121,8163,125,8436,4,273,,,,,,,120,8.4,2184,152.88000000000002,13600,699,48.93000000000001,,,,2569-03-04 00:00:00,16813.210000000003,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,20000,,2567-10-05 00:00:00,1ปี,2568-10-05 00:00:00,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,S,33,เดลทัล,2001,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,34,เดลทัล,2002,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,35,เดลทัล,2003,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,36,เดลทัล,2004,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,37,เดลทัล,2005,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,38,เดลทัล,2006,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,39,เดลทัล,2007,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,40,เดลทัล,2008,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,S,41,เดลทัล,2009,INTERNET พนง.,,,,,,,,,,,,,,0,,0,,699,48.93000000000001,,,,2569-03-08 00:00:00,747.9300000000001,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,42,เดลทัล,2010,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,43,เดลทัล,2011,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,44,เดลทัล,2012,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,45,เดลทัล,2013,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,46,เดลทัล,2014,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,47,เดลทัล,2015,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,48,เดลทัล,2016,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,49,เดลทัล,2017,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,S,50,เดลทัล,2018,INTERNET พนง.,,,,,,,,,,,,,,0,,0,,699,48.93000000000001,,2569-02-12 00:00:00,747.9300000000001,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,51,เดลทัล,2019,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,52,เดลทัล,2020,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,53,สตาร์ฮับ,2021,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,S,54,ทั่วไป,2022,Studio,69,2561,72,2660,3,,99,2569-02-13 00:00:00,บจก. เอ็มเอส เทท 1983859190,,,1000,90,6.300000000000001,990,69.30000000000001,6800,535.9,37.513000000000005,,,,2569-03-05 00:00:00,8529.013,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,1000,8/1/2569,,,,
2,S,55,ทั่วไป,2023,Studio,38,2501,42,2695,4,,194,,,,,,120,8.4,1940,135.8,6800,,,,,,2569-03-08 00:00:00,9004.2,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,17/1/2569,,,,
,S,56,หัวเฉิง,2024,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,0,,,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,,,,-,,,,-,-,-,-,0,,2567-11-23 00:00:00,2เดือน,,,
3,S,57,เหิงไท่,2025,Studio,49,3413,52,3498,3,,85,,,,,,90,6.300000000000001,850,59.50000000000001,6800,,,,,,2569-03-08 00:00:00,7805.8,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2569-01-10 00:00:00,,,,
,S,58,ไทยเตียว,2026,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
4,S,59,ทั่วไป,2027,Studio,73,3414,75,3621,2,,207,,,,,,60,4.2,2070,144.9,6800,,,,,,2569-03-08 00:00:00,9079.1,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,,17/1/2569,,,,
,S,60,หัวเฉิง,2028,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,31/8/2568,,,,
,S,61,เดลตัน,2029,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,-,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,,,-,-,-,-,ยอดคงเหลืออยู่ไฟล์เดลตัน,,-,-,-,-,
,S,62,เดลตัน,2030,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,-,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,,,-,-,-,-,ยอดคงเหลืออยู่ไฟล์เดลตัน,,,,,,
,S,63,เดลตัน,2031,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,64,เดลตัน,2032,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,65,เดลตัน,2033,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,66,เดลตัน,2034,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,67,เดลตัน,2035,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,68,เดลตัน,2036,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,69,เดลตัน,2037,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,70,เดลตัน,2038,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,71,เดลตัน,2039,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,72,เดลตัน,2040,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,73,เดลตัน,2041,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,74,เดลตัน,2042,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,75,เดลตัน,2043,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,76,เดลตัน,2044,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,77,เดลตัน,2045,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,78,เดลตัน,2046,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,79,เดลตัน,2047,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,80,เดลตัน,2048,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S,81,เฟยจิน,2049,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
,S,82,จงเคอ,2050,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,0,,,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,2569-01-20 00:00:00,,,,
,S,83,คินววอง,2051,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
,S,84,คินววอง,2052,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
,S,85,คินววอง,2053,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
,S,86,คินววอง,2054,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
,S,87,คินววอง,2055,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
,S,88,คินววอง,2056,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
,S,89,คินววอง,2057,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
,S,90,คินววอง,2058,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,91,ยู่เฟิง,3001,Suite (ส่วนพนักงาน),0,0,0,0,0,-,0,,,,,,0,0,0,0,0,,,,2569-02-28 00:00:00,300,,0,บจก. เอ็มเอส เทท 1983859190,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,C,92,ชานกง,3002,INTERNET พนง.,0,0,0,0,0,-,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,93,ทั่วไป,3003,Suite,318,5475,354,6161,36,-,686,,,,,,1080,75.60000000000001,6860,480.20000000000005,13600,,,,,,2569-03-24 00:00:00,22095.800000000003,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2568-04-10 00:00:00,,,,
,C,94,คินวอง,3004,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-02-01 00:00:00,,,,
,C,95,เมกะ,3005,Suite,0,0,0,0,0,-,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-30 00:00:00,,,,
,C,96,ไท่เต๋อฝู,3006,Suite,0,0,0,0,0,-,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-12-12 00:00:00,,,,
2,C,97,ทั่วไป,3007,Studio,62,2202,70,2477,8,-,275,,,,,,240,16.8,2750,192.50000000000003,6800,,,,,,2569-03-08 00:00:00,9999.3,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,,,,-,,-,-,-,-,-,-,13600,,2568-08-04 00:00:00,,,,
,C,98,เมกะ,3008,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-22 00:00:00,,,,
3,C,99,พนง.เดลทัล,3009,Studio,57,1885,62,2037,5,152,,,,,,,150,10.500000000000002,1216,85.12,4500,,,,2569-02-28 00:00:00,5961.62,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,2568-04-27 00:00:00,,,,
4,C,100,พนง.เดลทัล,3010,Studio,60,2189,64,2265,4,76,,,,,,,120,8.4,608,42.56,4500,,,,,,2569-03-03 00:00:00,5278.96,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,9000,,2568-03-17 00:00:00,2เดือน,เช่าต่อเนื่อง,,
,C,101,ไทยเตียว,3011,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-17 00:00:00,,,,
,C,102,ไชน่าสเตท,3012,Studio,0,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,103,บายมิ่ง,3013,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
